날짜,지역,상품아이디,일일판매량,가격,프로모션,온도,강수량,브랜드,상품이름,재고,재고--,판매량,수요
2024-10-25,Seoul,CU_T001,26,3700,0,0.5,0.0,CU,삼각김밥,104,78,22.44814815,high demand
2024-10-26,Seoul,CU_T001,18,3700,0,-1.4,0.0,CU,삼각김밥,78,60,22.44814815,low demand
2024-10-27,Seoul,CU_T001,36,3700,0,-0.8,0.7,CU,삼각김밥,60,104,22.44814815,high demand
2024-10-28,Seoul,CU_T001,20,3700,0,1.4,0.89,CU,삼각김밥,104,84,22.44814815,low demand
2024-10-29,Seoul,CU_T001,25,3700,0,-1.4,1.03,CU,삼각김밥,84,59,22.44814815,high demand
2024-10-30,Seoul,CU_T001,22,3700,0,-1.2,2.07,CU,삼각김밥,59,37,22.44814815,average
2024-10-31,Seoul,CU_T001,20,3700,0,-2.6,1.4,CU,삼각김밥,37,97,22.44814815,low demand
2024-11-01,Seoul,CU_T001,13,3700,0,-2.6,0.81,CU,삼각김밥,97,84,22.44814815,low demand
2024-11-02,Seoul,CU_T001,15,3700,0,-1.5,0.56,CU,삼각김밥,84,69,22.44814815,low demand
2024-11-03,Seoul,CU_T001,39,3400,1,3.8,1.66,CU,삼각김밥,69,110,22.44814815,high demand
2024-11-04,Seoul,CU_T001,17,3700,0,0.9,1.4,CU,삼각김밥,110,93,22.44814815,low demand
2024-11-05,Seoul,CU_T001,14,3700,0,1.3,1.85,CU,삼각김밥,93,79,22.44814815,low demand
2024-11-06,Seoul,CU_T001,10,3700,0,1.1,1.26,CU,삼각김밥,79,69,22.44814815,low demand
2024-11-07,Seoul,CU_T001,28,3700,0,-4.0,1.3,CU,삼각김밥,69,41,22.44814815,high demand
2024-11-08,Seoul,CU_T001,21,3700,0,2.4,1.27,CU,삼각김밥,41,100,22.44814815,average
2024-11-09,Seoul,CU_T001,35,3600,1,0.3,2.23,CU,삼각김밥,100,65,22.44814815,high demand
2024-11-10,Seoul,CU_T001,22,3700,0,0.6,1.23,CU,삼각김밥,65,43,22.44814815,average
2024-11-11,Seoul,CU_T001,10,3700,0,-1.8,2.3,CU,삼각김밥,43,33,22.44814815,low demand
2024-11-12,Seoul,CU_T001,24,3700,0,1.5,0.58,CU,삼각김밥,33,89,22.44814815,average
2024-11-13,Seoul,CU_T001,22,3700,0,0.8,0.0,CU,삼각김밥,89,67,22.44814815,average
2024-11-14,Seoul,CU_T001,25,3600,1,3.8,0.12,CU,삼각김밥,67,42,22.44814815,high demand
2024-11-15,Seoul,CU_T001,29,3700,0,1.1,0.85,CU,삼각김밥,42,93,22.44814815,high demand
2024-11-16,Seoul,CU_T001,18,3700,0,-0.4,1.06,CU,삼각김밥,93,75,22.44814815,low demand
2024-11-17,Seoul,CU_T001,42,3500,1,1.6,1.82,CU,삼각김밥,75,33,22.44814815,high demand
2024-11-18,Seoul,CU_T001,18,3700,0,1.6,2.17,CU,삼각김밥,33,95,22.44814815,low demand
2024-11-19,Seoul,CU_T001,20,3700,0,4.3,0.0,CU,삼각김밥,95,75,22.44814815,low demand
2024-11-20,Seoul,CU_T001,20,3700,0,1.0,1.31,CU,삼각김밥,75,55,22.44814815,low demand
2024-11-21,Seoul,CU_T001,28,3600,1,0.1,0.0,CU,삼각김밥,55,107,22.44814815,high demand
2024-11-22,Seoul,CU_T001,20,3700,0,1.4,0.83,CU,삼각김밥,107,87,22.44814815,low demand
2024-11-23,Seoul,CU_T001,26,3700,0,2.0,1.02,CU,삼각김밥,87,61,22.44814815,high demand
2024-11-24,Seoul,CU_T001,19,3700,0,2.4,0.83,CU,삼각김밥,61,42,22.44814815,low demand
2024-11-25,Seoul,CU_T001,20,3700,0,2.1,1.43,CU,삼각김밥,42,102,22.44814815,low demand
2024-11-26,Seoul,CU_T001,29,3700,0,4.0,1.46,CU,삼각김밥,102,73,22.44814815,high demand
2024-11-27,Seoul,CU_T001,18,3700,0,2.1,0.0,CU,삼각김밥,73,55,22.44814815,low demand
2024-11-28,Seoul,CU_T001,28,3400,1,5.0,1.3,CU,삼각김밥,55,107,22.44814815,high demand
2024-11-29,Seoul,CU_T001,13,3700,0,-0.1,0.49,CU,삼각김밥,107,94,22.44814815,low demand
2024-11-30,Seoul,CU_T001,15,3700,0,3.1,0.71,CU,삼각김밥,94,79,22.44814815,low demand
2024-12-01,Seoul,CU_T001,10,3700,0,5.5,1.44,CU,삼각김밥,79,69,22.44814815,low demand
2024-12-02,Seoul,CU_T001,22,3700,0,0.8,1.6,CU,삼각김밥,69,47,22.44814815,average
2024-12-03,Seoul,CU_T001,23,3700,0,5.6,0.93,CU,삼각김밥,47,104,22.44814815,average
2024-12-04,Seoul,CU_T001,19,3700,0,5.6,0.84,CU,삼각김밥,104,85,22.44814815,low demand
2024-12-05,Seoul,CU_T001,20,3700,0,4.7,0.94,CU,삼각김밥,85,65,22.44814815,low demand
2024-12-06,Seoul,CU_T001,22,3700,0,6.0,0.0,CU,삼각김밥,65,43,22.44814815,average
2024-12-07,Seoul,CU_T001,29,3700,0,2.1,0.0,CU,삼각김밥,43,94,22.44814815,high demand
2024-12-08,Seoul,CU_T001,24,3700,0,6.7,0.94,CU,삼각김밥,94,70,22.44814815,average
2024-12-09,Seoul,CU_T001,20,3700,0,6.7,0.87,CU,삼각김밥,70,50,22.44814815,low demand
2024-12-10,Seoul,CU_T001,22,3700,0,5.4,0.53,CU,삼각김밥,50,108,22.44814815,average
2024-12-11,Seoul,CU_T001,25,3700,0,6.9,1.17,CU,삼각김밥,108,83,22.44814815,high demand
2024-12-12,Seoul,CU_T001,17,3700,0,3.6,0.0,CU,삼각김밥,83,66,22.44814815,low demand
2024-12-13,Seoul,CU_T001,24,3700,0,8.9,0.79,CU,삼각김밥,66,42,22.44814815,average
2024-12-14,Seoul,CU_T001,28,3700,0,4.7,0.47,CU,삼각김밥,42,94,22.44814815,high demand
2024-12-15,Seoul,CU_T001,29,3700,0,6.0,1.45,CU,삼각김밥,94,65,22.44814815,high demand
2024-12-16,Seoul,CU_T001,16,3700,0,3.9,0.63,CU,삼각김밥,65,49,22.44814815,low demand
2024-12-17,Seoul,CU_T001,16,3700,0,6.2,1.16,CU,삼각김밥,49,33,22.44814815,low demand
2024-12-18,Seoul,CU_T001,17,3700,0,4.7,1.22,CU,삼각김밥,33,96,22.44814815,low demand
2024-12-19,Seoul,CU_T001,29,3700,0,5.8,1.32,CU,삼각김밥,96,67,22.44814815,high demand
2024-12-20,Seoul,CU_T001,13,3700,0,11.5,1.33,CU,삼각김밥,67,54,22.44814815,low demand
2024-12-21,Seoul,CU_T001,28,3700,0,8.9,1.65,CU,삼각김밥,54,106,22.44814815,high demand
2024-12-22,Seoul,CU_T001,19,3700,0,7.9,2.05,CU,삼각김밥,106,87,22.44814815,low demand
2024-12-23,Seoul,CU_T001,22,3700,0,6.1,1.11,CU,삼각김밥,87,65,22.44814815,average
2024-12-24,Seoul,CU_T001,23,3700,0,6.6,1.51,CU,삼각김밥,65,42,22.44814815,average
2024-12-25,Seoul,CU_T001,19,3700,0,10.9,1.38,CU,삼각김밥,42,103,22.44814815,low demand
2024-12-26,Seoul,CU_T001,13,3700,0,7.5,0.0,CU,삼각김밥,103,90,22.44814815,low demand
2024-12-27,Seoul,CU_T001,26,3700,0,8.5,0.88,CU,삼각김밥,90,64,22.44814815,high demand
2024-12-28,Seoul,CU_T001,7,3700,0,9.2,1.36,CU,삼각김밥,64,57,22.44814815,low demand
2024-12-29,Seoul,CU_T001,23,3700,0,8.1,1.32,CU,삼각김밥,57,34,22.44814815,average
2024-12-30,Seoul,CU_T001,18,3700,0,12.7,0.0,CU,삼각김밥,34,96,22.44814815,low demand
2024-12-31,Seoul,CU_T001,26,3700,0,8.1,1.02,CU,삼각김밥,96,70,22.44814815,high demand
2025-01-01,Seoul,CU_T001,12,3700,0,10.2,1.14,CU,삼각김밥,70,58,22.44814815,low demand
2025-01-02,Seoul,CU_T001,18,3700,0,9.3,0.84,CU,삼각김밥,58,40,22.44814815,low demand
2025-01-03,Seoul,CU_T001,22,3700,0,8.2,0.69,CU,삼각김밥,40,98,22.44814815,average
2025-01-04,Seoul,CU_T001,14,3700,0,9.3,0.0,CU,삼각김밥,98,84,22.44814815,low demand
2025-01-05,Seoul,CU_T001,33,3500,1,10.3,1.54,CU,삼각김밥,84,51,22.44814815,high demand
2025-01-06,Seoul,CU_T001,26,3700,0,7.8,0.75,CU,삼각김밥,51,105,22.44814815,high demand
2025-01-07,Seoul,CU_T001,24,3700,0,12.4,1.17,CU,삼각김밥,105,81,22.44814815,average
2025-01-08,Seoul,CU_T001,25,3700,0,7.4,1.31,CU,삼각김밥,81,56,22.44814815,high demand
2025-01-09,Seoul,CU_T001,13,3700,0,11.0,1.29,CU,삼각김밥,56,43,22.44814815,low demand
2025-01-10,Seoul,CU_T001,27,3700,0,13.4,0.22,CU,삼각김밥,43,96,22.44814815,high demand
2025-01-11,Seoul,CU_T001,22,3700,0,11.8,1.09,CU,삼각김밥,96,74,22.44814815,average
2025-01-12,Seoul,CU_T001,28,3700,0,12.4,2.04,CU,삼각김밥,74,46,22.44814815,high demand
2025-01-13,Seoul,CU_T001,25,3700,0,12.7,0.83,CU,삼각김밥,46,101,22.44814815,high demand
2025-01-14,Seoul,CU_T001,15,3700,0,11.9,1.24,CU,삼각김밥,101,86,22.44814815,low demand
2025-01-15,Seoul,CU_T001,26,3400,1,13.0,1.2,CU,삼각김밥,86,60,22.44814815,high demand
2025-01-16,Seoul,CU_T001,24,3700,0,15.1,0.35,CU,삼각김밥,60,36,22.44814815,average
2025-01-17,Seoul,CU_T001,23,3700,0,13.7,1.78,CU,삼각김밥,36,93,22.44814815,average
2025-01-18,Seoul,CU_T001,24,3700,0,13.5,2.12,CU,삼각김밥,93,69,22.44814815,average
2025-01-19,Seoul,CU_T001,16,3700,0,13.7,1.39,CU,삼각김밥,69,53,22.44814815,low demand
2025-01-20,Seoul,CU_T001,24,3700,0,18.6,0.87,CU,삼각김밥,53,109,22.44814815,average
2025-01-21,Seoul,CU_T001,19,3700,0,11.8,2.36,CU,삼각김밥,109,90,22.44814815,low demand
2025-01-22,Seoul,CU_T001,18,3700,0,14.3,0.3,CU,삼각김밥,90,72,22.44814815,low demand
2025-01-23,Seoul,CU_T001,28,3500,1,15.3,2.21,CU,삼각김밥,72,44,22.44814815,high demand
2025-01-24,Seoul,CU_T001,18,3700,0,15.6,1.14,CU,삼각김밥,44,106,22.44814815,low demand
2025-01-25,Seoul,CU_T001,16,3700,0,15.8,0.13,CU,삼각김밥,106,90,22.44814815,low demand
2025-01-26,Seoul,CU_T001,37,3700,0,17.2,3.07,CU,삼각김밥,90,53,22.44814815,high demand
2025-01-27,Seoul,CU_T001,21,3700,0,18.2,0.56,CU,삼각김밥,53,32,22.44814815,average
2025-01-28,Seoul,CU_T001,26,3700,0,14.9,1.16,CU,삼각김밥,32,86,22.44814815,high demand
2025-01-29,Seoul,CU_T001,18,3700,0,19.5,1.05,CU,삼각김밥,86,68,22.44814815,low demand
2025-01-30,Seoul,CU_T001,24,3700,0,17.2,0.0,CU,삼각김밥,68,44,22.44814815,average
2025-01-31,Seoul,CU_T001,26,3700,0,16.0,1.08,CU,삼각김밥,44,98,22.44814815,high demand
2025-02-01,Seoul,CU_T001,24,3700,0,17.0,0.57,CU,삼각김밥,98,74,22.44814815,average
2025-02-02,Seoul,CU_T001,16,3700,0,16.9,2.16,CU,삼각김밥,74,58,22.44814815,low demand
2025-02-03,Seoul,CU_T001,23,3700,0,15.2,0.94,CU,삼각김밥,58,35,22.44814815,average
2025-02-04,Seoul,CU_T001,21,3700,0,19.2,1.31,CU,삼각김밥,35,94,22.44814815,average
2025-02-05,Seoul,CU_T001,25,3700,0,17.8,1.5,CU,삼각김밥,94,69,22.44814815,high demand
2025-02-06,Seoul,CU_T001,38,3400,1,19.7,1.8,CU,삼각김밥,69,31,22.44814815,high demand
2025-02-07,Seoul,CU_T001,12,3700,0,18.1,0.83,CU,삼각김밥,31,99,22.44814815,low demand
2025-02-08,Seoul,CU_T001,35,3700,0,16.2,0.8,CU,삼각김밥,99,64,22.44814815,high demand
2025-02-09,Seoul,CU_T001,32,3500,1,17.0,0.64,CU,삼각김밥,64,32,22.44814815,high demand
2025-02-10,Seoul,CU_T001,20,3700,0,20.6,1.82,CU,삼각김밥,32,92,22.44814815,low demand
2025-02-11,Seoul,CU_T001,32,3700,0,20.7,0.41,CU,삼각김밥,92,60,22.44814815,high demand
2025-02-12,Seoul,CU_T001,20,3700,0,17.1,0.79,CU,삼각김밥,60,40,22.44814815,low demand
2025-02-13,Seoul,CU_T001,16,3700,0,16.2,0.63,CU,삼각김밥,40,104,22.44814815,low demand
2025-02-14,Seoul,CU_T001,29,3700,0,20.6,1.06,CU,삼각김밥,104,75,22.44814815,high demand
2025-02-15,Seoul,CU_T001,30,3700,0,17.0,0.0,CU,삼각김밥,75,45,22.44814815,high demand
2025-02-16,Seoul,CU_T001,23,3700,0,16.0,0.81,CU,삼각김밥,45,102,22.44814815,average
2025-02-17,Seoul,CU_T001,27,3700,0,20.8,0.11,CU,삼각김밥,102,75,22.44814815,high demand
2025-02-18,Seoul,CU_T001,20,3700,0,17.5,1.45,CU,삼각김밥,75,55,22.44814815,low demand
2025-02-19,Seoul,CU_T001,17,3700,0,19.9,1.53,CU,삼각김밥,55,38,22.44814815,low demand
2025-02-20,Seoul,CU_T001,18,3700,0,15.8,0.42,CU,삼각김밥,38,100,22.44814815,low demand
2025-02-21,Seoul,CU_T001,24,3700,0,19.1,1.96,CU,삼각김밥,100,76,22.44814815,average
2025-02-22,Seoul,CU_T001,24,3700,0,21.2,0.0,CU,삼각김밥,76,52,22.44814815,average
2025-02-23,Seoul,CU_T001,39,3700,0,20.9,1.46,CU,삼각김밥,52,93,22.44814815,high demand
2025-02-24,Seoul,CU_T001,26,3700,0,20.5,1.51,CU,삼각김밥,93,67,22.44814815,high demand
2025-02-25,Seoul,CU_T001,17,3700,0,19.7,2.07,CU,삼각김밥,67,50,22.44814815,low demand
2025-02-26,Seoul,CU_T001,16,3700,0,15.2,0.0,CU,삼각김밥,50,34,22.44814815,low demand
2025-02-27,Seoul,CU_T001,16,3700,0,20.7,0.46,CU,삼각김밥,34,98,22.44814815,low demand
2025-02-28,Seoul,CU_T001,23,3700,0,23.4,0.45,CU,삼각김밥,98,75,22.44814815,average
2025-03-01,Seoul,CU_T001,24,3500,1,18.5,1.81,CU,삼각김밥,75,51,22.44814815,average
2025-03-02,Seoul,CU_T001,32,3700,0,18.3,1.0,CU,삼각김밥,51,99,22.44814815,high demand
2025-03-03,Seoul,CU_T001,21,3700,0,23.6,0.63,CU,삼각김밥,99,78,22.44814815,average
2025-03-04,Seoul,CU_T001,22,3700,0,24.2,1.17,CU,삼각김밥,78,56,22.44814815,average
2025-03-05,Seoul,CU_T001,26,3700,0,20.1,0.18,CU,삼각김밥,56,110,22.44814815,high demand
2025-03-06,Seoul,CU_T001,15,3700,0,21.0,0.87,CU,삼각김밥,110,95,22.44814815,low demand
2025-03-07,Seoul,CU_T001,10,3700,0,23.4,1.6,CU,삼각김밥,95,85,22.44814815,low demand
2025-03-08,Seoul,CU_T001,33,3700,0,20.3,1.54,CU,삼각김밥,85,52,22.44814815,high demand
2025-03-09,Seoul,CU_T001,38,3700,0,22.3,1.02,CU,삼각김밥,52,94,22.44814815,high demand
2025-03-10,Seoul,CU_T001,16,3700,0,22.5,2.29,CU,삼각김밥,94,78,22.44814815,low demand
2025-03-11,Seoul,CU_T001,16,3700,0,23.8,0.0,CU,삼각김밥,78,62,22.44814815,low demand
2025-03-12,Seoul,CU_T001,23,3700,0,24.5,0.37,CU,삼각김밥,62,39,22.44814815,average
2025-03-13,Seoul,CU_T001,27,3700,0,25.1,0.8,CU,삼각김밥,39,92,22.44814815,high demand
2025-03-14,Seoul,CU_T001,14,3700,0,23.2,1.04,CU,삼각김밥,92,78,22.44814815,low demand
2025-03-15,Seoul,CU_T001,24,3700,0,22.8,0.98,CU,삼각김밥,78,54,22.44814815,average
2025-03-16,Seoul,CU_T001,16,3700,0,23.6,0.67,CU,삼각김밥,54,38,22.44814815,low demand
2025-03-17,Seoul,CU_T001,28,3400,1,20.9,0.19,CU,삼각김밥,38,90,22.44814815,high demand
2025-03-18,Seoul,CU_T001,19,3700,0,23.8,0.81,CU,삼각김밥,90,71,22.44814815,low demand
2025-03-19,Seoul,CU_T001,18,3700,0,23.2,0.0,CU,삼각김밥,71,53,22.44814815,low demand
2025-03-20,Seoul,CU_T001,21,3700,0,22.4,2.59,CU,삼각김밥,53,32,22.44814815,average
2025-03-21,Seoul,CU_T001,12,3700,0,20.9,0.08,CU,삼각김밥,32,100,22.44814815,low demand
2025-03-22,Seoul,CU_T001,18,3500,1,24.9,0.0,CU,삼각김밥,100,82,22.44814815,low demand
2025-03-23,Seoul,CU_T001,30,3700,0,23.6,1.88,CU,삼각김밥,82,52,22.44814815,high demand
2025-03-24,Seoul,CU_T001,25,3700,0,22.8,0.41,CU,삼각김밥,52,107,22.44814815,high demand
2025-03-25,Seoul,CU_T001,19,3700,0,21.8,0.44,CU,삼각김밥,107,88,22.44814815,low demand
2025-03-26,Seoul,CU_T001,17,3700,0,24.7,0.06,CU,삼각김밥,88,71,22.44814815,low demand
2025-03-27,Seoul,CU_T001,23,3700,0,26.2,0.81,CU,삼각김밥,71,48,22.44814815,average
2025-03-28,Seoul,CU_T001,16,3700,0,18.6,1.04,CU,삼각김밥,48,32,22.44814815,low demand
2025-03-29,Seoul,CU_T001,23,3700,0,21.5,2.32,CU,삼각김밥,32,89,22.44814815,average
2025-03-30,Seoul,CU_T001,16,3700,0,26.3,2.37,CU,삼각김밥,89,73,22.44814815,low demand
2025-03-31,Seoul,CU_T001,15,3700,0,24.5,0.0,CU,삼각김밥,73,58,22.44814815,low demand
2025-04-01,Seoul,CU_T001,29,3700,0,23.1,1.5,CU,삼각김밥,58,109,22.44814815,high demand
2025-04-02,Seoul,CU_T001,24,3700,0,20.8,1.3,CU,삼각김밥,109,85,22.44814815,average
2025-04-03,Seoul,CU_T001,36,3600,1,24.8,1.45,CU,삼각김밥,85,49,22.44814815,high demand
2025-04-04,Seoul,CU_T001,21,3700,0,25.6,0.35,CU,삼각김밥,49,108,22.44814815,average
2025-04-05,Seoul,CU_T001,43,3400,1,19.8,0.9,CU,삼각김밥,108,65,22.44814815,high demand
2025-04-06,Seoul,CU_T001,17,3700,0,19.9,0.02,CU,삼각김밥,65,48,22.44814815,low demand
2025-04-07,Seoul,CU_T001,35,3700,0,24.5,1.76,CU,삼각김밥,48,93,22.44814815,high demand
2025-04-08,Seoul,CU_T001,22,3700,0,24.5,1.33,CU,삼각김밥,93,71,22.44814815,average
2025-04-09,Seoul,CU_T001,10,3700,0,26.1,0.6,CU,삼각김밥,71,61,22.44814815,low demand
2025-04-10,Seoul,CU_T001,18,3700,0,24.4,0.58,CU,삼각김밥,61,43,22.44814815,low demand
2025-04-11,Seoul,CU_T001,16,3700,0,21.6,0.87,CU,삼각김밥,43,107,22.44814815,low demand
2025-04-12,Seoul,CU_T001,20,3700,0,21.0,1.27,CU,삼각김밥,107,87,22.44814815,low demand
2025-04-13,Seoul,CU_T001,31,3700,0,24.5,1.33,CU,삼각김밥,87,56,22.44814815,high demand
2025-04-14,Seoul,CU_T001,20,3700,0,24.8,1.86,CU,삼각김밥,56,36,22.44814815,low demand
2025-04-15,Seoul,CU_T001,4,3700,0,23.2,1.34,CU,삼각김밥,36,32,22.44814815,low demand
2025-04-16,Seoul,CU_T001,18,3700,0,22.4,1.02,CU,삼각김밥,32,94,22.44814815,low demand
2025-04-17,Seoul,CU_T001,13,3700,0,21.4,0.95,CU,삼각김밥,94,81,22.44814815,low demand
2025-04-18,Seoul,CU_T001,23,3400,1,19.5,0.92,CU,삼각김밥,81,58,22.44814815,average
2025-04-19,Seoul,CU_T001,21,3700,0,22.3,0.88,CU,삼각김밥,58,37,22.44814815,average
2025-04-20,Seoul,CU_T001,19,3700,0,22.3,1.4,CU,삼각김밥,37,98,22.44814815,low demand
2025-04-21,Seoul,CU_T001,18,3700,0,20.8,2.01,CU,삼각김밥,98,80,22.44814815,low demand
2025-04-22,Seoul,CU_T001,29,3700,0,24.7,1.46,CU,삼각김밥,80,51,22.44814815,high demand
2025-04-23,Seoul,CU_T001,13,3700,0,21.9,1.78,CU,삼각김밥,51,38,22.44814815,low demand
2025-04-24,Seoul,CU_T001,14,3700,0,20.6,0.0,CU,삼각김밥,38,104,22.44814815,low demand
2025-04-25,Seoul,CU_T001,20,3700,0,18.8,0.0,CU,삼각김밥,104,84,22.44814815,low demand
2025-04-26,Seoul,CU_T001,11,3700,0,15.8,0.51,CU,삼각김밥,84,73,22.44814815,low demand
2025-04-27,Seoul,CU_T001,39,3700,0,26.4,1.28,CU,삼각김밥,73,34,22.44814815,high demand
2025-04-28,Seoul,CU_T001,18,3700,0,22.1,1.01,CU,삼각김밥,34,96,22.44814815,low demand
2025-04-29,Seoul,CU_T001,18,3700,0,23.9,0.72,CU,삼각김밥,96,78,22.44814815,low demand
2025-04-30,Seoul,CU_T001,13,3700,0,21.4,1.82,CU,삼각김밥,78,65,22.44814815,low demand
2025-05-01,Seoul,CU_T001,20,3700,0,20.0,0.26,CU,삼각김밥,65,45,22.44814815,low demand
2025-05-02,Seoul,CU_T001,17,3700,0,19.5,1.05,CU,삼각김밥,45,108,22.44814815,low demand
2025-05-03,Seoul,CU_T001,21,3700,0,18.4,1.62,CU,삼각김밥,108,87,22.44814815,average
2025-05-04,Seoul,CU_T001,23,3700,0,20.5,0.0,CU,삼각김밥,87,64,22.44814815,average
2025-05-05,Seoul,CU_T001,35,3700,0,19.8,1.0,CU,삼각김밥,64,109,22.44814815,high demand
2025-05-06,Seoul,CU_T001,16,3700,0,19.9,1.23,CU,삼각김밥,109,93,22.44814815,low demand
2025-05-07,Seoul,CU_T001,29,3500,1,21.6,0.59,CU,삼각김밥,93,64,22.44814815,high demand
2025-05-08,Seoul,CU_T001,20,3700,0,21.3,0.77,CU,삼각김밥,64,44,22.44814815,low demand
2025-05-09,Seoul,CU_T001,15,3700,0,22.2,1.3,CU,삼각김밥,44,109,22.44814815,low demand
2025-05-10,Seoul,CU_T001,39,3600,1,15.9,0.72,CU,삼각김밥,109,70,22.44814815,high demand
2025-05-11,Seoul,CU_T001,28,3600,1,17.7,0.62,CU,삼각김밥,70,42,22.44814815,high demand
2025-05-12,Seoul,CU_T001,33,3600,1,18.0,2.47,CU,삼각김밥,42,89,22.44814815,high demand
2025-05-13,Seoul,CU_T001,26,3700,0,20.0,0.06,CU,삼각김밥,89,63,22.44814815,high demand
2025-05-14,Seoul,CU_T001,19,3700,0,17.2,1.45,CU,삼각김밥,63,44,22.44814815,low demand
2025-05-15,Seoul,CU_T001,19,3700,0,18.5,1.86,CU,삼각김밥,44,105,22.44814815,low demand
2025-05-16,Seoul,CU_T001,24,3700,0,14.5,1.17,CU,삼각김밥,105,81,22.44814815,average
2025-05-17,Seoul,CU_T001,32,3700,0,18.7,0.64,CU,삼각김밥,81,49,22.44814815,high demand
2025-05-18,Seoul,CU_T001,25,3700,0,19.6,0.88,CU,삼각김밥,49,104,22.44814815,high demand
2025-05-19,Seoul,CU_T001,20,3700,0,17.1,1.67,CU,삼각김밥,104,84,22.44814815,low demand
2025-05-20,Seoul,CU_T001,21,3500,1,18.9,1.45,CU,삼각김밥,84,63,22.44814815,average
2025-05-21,Seoul,CU_T001,20,3700,0,17.1,1.11,CU,삼각김밥,63,43,22.44814815,low demand
2025-05-22,Seoul,CU_T001,23,3700,0,19.7,0.0,CU,삼각김밥,43,100,22.44814815,average
2025-05-23,Seoul,CU_T001,28,3500,1,18.3,0.11,CU,삼각김밥,100,72,22.44814815,high demand
2025-05-24,Seoul,CU_T001,19,3700,0,17.4,1.03,CU,삼각김밥,72,53,22.44814815,low demand
2025-05-25,Seoul,CU_T001,17,3700,0,18.4,0.0,CU,삼각김밥,53,36,22.44814815,low demand
2025-05-26,Seoul,CU_T001,16,3700,0,17.4,1.08,CU,삼각김밥,36,100,22.44814815,low demand
2025-05-27,Seoul,CU_T001,22,3700,0,17.1,0.87,CU,삼각김밥,100,78,22.44814815,average
2025-05-28,Seoul,CU_T001,21,3700,0,18.3,0.05,CU,삼각김밥,78,57,22.44814815,average
2025-05-29,Seoul,CU_T001,39,3400,1,15.4,2.14,CU,삼각김밥,57,98,22.44814815,high demand
2025-05-30,Seoul,CU_T001,23,3700,0,18.1,0.36,CU,삼각김밥,98,75,22.44814815,average
2025-05-31,Seoul,CU_T001,24,3700,0,13.6,0.0,CU,삼각김밥,75,51,22.44814815,average
2025-06-01,Seoul,CU_T001,34,3700,0,11.7,2.25,CU,삼각김밥,51,97,22.44814815,high demand
2025-06-02,Seoul,CU_T001,22,3700,0,16.6,2.36,CU,삼각김밥,97,75,22.44814815,average
